exposure_id,segment,country,stage,EAD,LGD,PD_12m,PD_lifetime,discount_rate,source,ECL_12m,ECL_lifetime
EXP-IWMZAP4V,Corporate,IT,2,291576.52,0.352,0.0763,0.1117,0.0613,fallback,7831.045543552002,11464.322243968
EXP-TWG7NFDI,Corporate,ES,1,4821240.92,0.2227,0.0579,0.0866,0.0894,fallback,62166.6714319836,92981.5845597544
EXP-UCX67XKW,SME,ES,3,3845790.21,0.2479,0.0257,0.0697,0.0666,fallback,24501.6448016163,66449.9860962123
EXP-7FTMFWG8,SME,IT,1,3066916.42,0.3381,0.0792,0.111,0.0758,fallback,82124.4157748784,115098.613017822
EXP-549EWHO5,Retail,ES,3,2164365.57,0.3199,0.013,0.0417,0.0817,fallback,9000.947095959,28872.2687616531
EXP-TIZU802N,SME,ES,2,2322950.6,0.3351,0.0566,0.0659,0.1104,fallback,44058.614226996004,51297.927165354
EXP-TQ685OHM,SME,FR,3,1880335.03,0.3228,0.0375,0.0704,0.0769,fallback,22761.455538149996,42730.8391969536
EXP-UG9Y1XU2,Corporate,FR,2,2164601.26,0.5773,0.0117,0.0262,0.0722,fallback,14620.6043965566,32740.1568538276
EXP-7W05Y2DA,Retail,US,1,4341470.19,0.2522,0.0752,0.0973,0.0732,fallback,82337.89240023361,106535.5974806214
EXP-H4N6V3RZ,Retail,IT,1,1573336.47,0.5607,0.0242,0.0347,0.0571,fallback,21348.508161241796,30611.2906278963
EXP-6OUWZK4I,Corporate,DE,3,807463.9,0.5522,0.0214,0.0297,0.1162,fallback,9541.865503412,13242.682497726
EXP-R1V9NPUQ,SME,DE,2,494373.98,0.2158,0.0716,0.1047,0.1163,fallback,7638.7107896944,11170.0142413548
EXP-GWY7D78H,Corporate,UK,1,1725705.81,0.3359,0.016,0.0419,0.0705,fallback,9274.633305264,24287.945968160097
EXP-V9NJS96A,Retail,IT,1,1780012.13,0.5934,0.0446,0.0881,0.0536,fallback,47109.1602282132,93056.43533869021
EXP-J9XXLB57,Retail,DE,3,3505569.28,0.3052,0.0797,0.1033,0.0902,fallback,85271.00961720319,110520.64358164479
EXP-YZM242OM,SME,IT,3,1909548.86,0.5618,0.0366,0.0391,0.0683,fallback,39263.9145134568,41945.8758873268
EXP-DXLSE33D,Retail,DE,1,2449263.79,0.3067,0.0739,0.1382,0.0761,fallback,55512.882204642694,103814.3480471126
EXP-00M6CU88,Retail,UK,1,2863824.95,0.2948,0.0161,0.0214,0.105,fallback,13592.515083686001,18067.069738564
EXP-7GZDPYHZ,Retail,ES,1,3066700.26,0.2225,0.0197,0.084,0.0938,fallback,13442.113914644999,57316.627859399996
EXP-GKY5CGAG,Retail,FR,1,2385460.11,0.2789,0.0792,0.1216,0.0601,fallback,52692.142114576796,80901.06668096638
EXP-G41IO4KO,Corporate,UK,1,2881416.06,0.2757,0.0187,0.072,0.0653,fallback,14855.3998247754,57197.261357424
EXP-8J1CCM0W,SME,US,2,4124098.17,0.4942,0.0471,0.0929,0.0556,fallback,95995.8907654194,189342.2134205406
EXP-16ZV8U0L,Corporate,IT,3,2235200.72,0.5909,0.0572,0.0795,0.1068,fallback,75548.62203162561,105002.01838311601
EXP-GVBMQQ74,SME,ES,2,2503477.7,0.5054,0.0319,0.1018,0.1108,fallback,40361.718383602,128803.226691244
EXP-AFL9WOA2,SME,UK,1,2266360.28,0.2568,0.0625,0.0919,0.0606,fallback,36375.082493999995,53485.921299177586
EXP-HRF34JGV,Retail,ES,2,1092799.0,0.2066,0.0431,0.0621,0.0805,fallback,9730.78498354,14020.458178140003
EXP-8ZVFSRHR,Retail,IT,3,2441837.29,0.4663,0.0347,0.0421,0.0611,fallback,39510.4168729469,47936.2694625667
EXP-TMNYEURA,Corporate,IT,2,1559953.5,0.4474,0.0528,0.0947,0.0672,fallback,36850.34474352,66093.32665173
EXP-6RKM2Z68,SME,US,3,3444526.06,0.5641,0.0732,0.1176,0.0901,fallback,142231.7834126472,228503.52089244963
EXP-U6L5NFLT,Retail,ES,2,3543443.37,0.4438,0.0669,0.0843,0.113,fallback,105205.6132128414,132568.5081291858
EXP-JF4CIWL3,Corporate,ES,2,1337376.52,0.3798,0.0644,0.1198,0.0602,fallback,32711.0527878624,60850.685155060804
EXP-H3G7VKC5,SME,CN,2,4783771.46,0.3939,0.032,0.0938,0.0698,fallback,60298.482499007994,176749.92682521718
EXP-FAX1CQ6F,SME,UK,2,2120726.72,0.5274,0.0108,0.0291,0.0889,fallback,12079.489738982402,32547.514018924805
EXP-HVKVLABL,Corporate,ES,1,2226255.0,0.3256,0.0756,0.1075,0.0599,fallback,54800.0682768,77923.37751
EXP-GW1XL1BS,Corporate,UK,3,1881394.94,0.2102,0.0404,0.0631,0.1,fallback,15976.9563420752,24954.1075540828
EXP-7I19MO1R,SME,CN,1,328750.73,0.2272,0.0206,0.0572,0.0867,fallback,1538.6586166335999,4272.3918869632
EXP-HF15ICYA,Corporate,UK,3,3950746.2,0.4778,0.0484,0.0547,0.0658,fallback,91363.060263024,103255.359429492
EXP-ELNWOSKA,Retail,UK,3,220457.62,0.5034,0.0765,0.1433,0.079,fallback,8489.844991962,15903.1998346164
EXP-AZUN6FHT,Retail,UK,3,210248.8,0.4359,0.0246,0.0654,0.0936,fallback,2254.527317232,5993.743355567999
EXP-VMLJEKBV,SME,UK,3,2785750.97,0.4044,0.0212,0.0353,0.0858,fallback,23883.0230760816,39767.4865370604
EXP-7H10KYHV,SME,IT,1,1030904.41,0.2451,0.0371,0.0446,0.0825,fallback,9374.2302900561,11269.290321738601
EXP-SLHGMRZZ,Corporate,ES,2,3134326.99,0.4267,0.0719,0.0896,0.0921,fallback,96160.30578491272,119832.59246631681
EXP-Y7CDABBA,Retail,IT,1,4604886.57,0.3921,0.0518,0.1075,0.0712,fallback,93528.83804822461,194099.4225904275
EXP-X80NKXKB,SME,DE,1,3646453.66,0.5845,0.0168,0.0426,0.0599,fallback,35806.716359736,90795.602197902
EXP-70YB7RAD,SME,FR,2,4651327.49,0.5549,0.066,0.0803,0.1109,fallback,170347.427197266,207256.03642334027
EXP-CYHONBPQ,Corporate,FR,1,3477643.7,0.3093,0.0116,0.051,0.0904,fallback,12477.368278356,54857.39501691
EXP-ZHJY8GY3,Retail,UK,1,3286484.04,0.5838,0.0713,0.121,0.1111,fallback,136799.70097595762,232156.575288792
EXP-0KDN3TN6,SME,UK,2,2799132.54,0.4812,0.0654,0.1155,0.0879,fallback,88090.0446174192,155571.86778764403
EXP-QMK31RTM,SME,ES,1,3678622.83,0.3387,0.0222,0.0503,0.0922,fallback,27660.0800659662,62671.262491806294
EXP-5FBS4WVT,Retail,US,3,1670692.34,0.3435,0.0427,0.0955,0.0612,fallback,24504.796362333007,54805.80919444501
EXP-CPESBDA7,Corporate,UK,1,706211.29,0.5265,0.0244,0.0729,0.1018,fallback,9072.413958114,27105.695801086502
EXP-2TOXOU0Y,Corporate,DE,1,3551667.31,0.334,0.0182,0.0694,0.0948,fallback,21589.875244028,82326.22757887602
EXP-682R6ZL1,SME,IT,1,786948.9,0.4776,0.0627,0.1128,0.0879,fallback,23565.594023928003,42395.518435392
EXP-H3YCQE8X,Retail,DE,3,4758237.35,0.2764,0.0111,0.0318,0.0918,fallback,14598.462519293998,41822.62235257199
EXP-RWBRBLBZ,SME,US,2,1944859.09,0.2834,0.04,0.0813,0.1027,fallback,22046.922644240003,44810.3702744178
EXP-Y9N81DJD,Retail,FR,3,2119281.33,0.4348,0.0716,0.138,0.1081,fallback,65976.7881955344,127161.96607519202
EXP-9BL14HOA,Corporate,FR,2,4612331.34,0.3819,0.0624,0.0793,0.1104,fallback,109914.43873775039,139682.93256255778
EXP-ZN7XBVZR,Retail,ES,1,4678335.54,0.3778,0.0451,0.0775,0.1097,fallback,79713.13003224121,136979.32544343002
EXP-4HRA1361,Retail,DE,1,1458530.42,0.3326,0.0177,0.0285,0.0628,fallback,8586.3977531484,13825.555704222
EXP-38EFE9VA,SME,ES,1,4329172.29,0.4334,0.0445,0.0945,0.1056,fallback,83493.715536627,177306.87906092702
EXP-DRKUPCJ8,SME,IT,2,112482.65,0.4101,0.0586,0.103,0.0781,fallback,2703.167297229,4751.300880795
EXP-UXQ9NJC2,Retail,FR,2,4534015.04,0.5502,0.0185,0.0298,0.0789,fallback,46150.378887648,74339.5292352384
EXP-ONSASJTK,Corporate,US,1,208381.26,0.281,0.031,0.0833,0.0724,fallback,1815.2091558600002,4877.642667198001
EXP-RDNWT2FE,Retail,CN,1,4304322.57,0.5205,0.0232,0.0564,0.1103,fallback,51977.277626292,126358.554229434
EXP-WOW73O1B,Retail,IT,2,2393665.11,0.5959,0.0151,0.0266,0.0519,fallback,21538.414089639897,37941.8420387034
EXP-I6R8SO5W,Corporate,FR,2,3635211.3,0.3495,0.0415,0.1,0.0865,fallback,52726.01349802499,127050.634935
EXP-D6FXNOQ3,SME,IT,1,3867764.86,0.3731,0.0122,0.0168,0.1085,fallback,17605.369445045202,24243.459563668795
EXP-N5YZ7VXU,Corporate,ES,1,1642167.96,0.3233,0.0764,0.1122,0.0564,fallback,40561.74567215519,59568.427544709586
EXP-W75VI7LI,SME,FR,1,4876380.99,0.4131,0.0531,0.0575,0.1181,fallback,106966.3916080539,115829.89675071751
EXP-PX16F1KY,Retail,IT,3,4130418.72,0.4071,0.0388,0.0573,0.088,fallback,65241.94628338561,96349.5753102576
EXP-0KIVWM53,SME,IT,1,1030277.79,0.3851,0.0464,0.0546,0.0774,fallback,18409.662929505597,21663.094740323402
EXP-VJ839AG7,Corporate,ES,2,1360995.06,0.4273,0.0476,0.0578,0.1154,fallback,27681.931802968804,33613.7743321764
EXP-BP9VRNEG,Corporate,IT,1,2922082.2,0.3108,0.0497,0.0636,0.0529,fallback,45136.70244367201,57760.44819753601
EXP-7YH6UAMW,Retail,IT,1,1394006.55,0.4194,0.0288,0.0837,0.0801,fallback,16837.814795616,48934.899249759
EXP-MIAV1G8N,Retail,CN,2,1109983.65,0.4415,0.0626,0.1275,0.0512,fallback,30677.617120335002,62482.367138062495
EXP-RD4HQFGH,Retail,DE,1,464976.98,0.4962,0.0785,0.0974,0.0667,fallback,18111.643831865997,22472.281646162395
EXP-I4OPF541,SME,DE,2,2181614.48,0.5444,0.0695,0.1007,0.1036,fallback,82543.129142384,119598.4619372384
EXP-LRW4VNZV,Retail,UK,3,4410213.46,0.3966,0.0653,0.102,0.0764,fallback,114215.61998281081,178407.247140072
EXP-KIVQA7IZ,SME,ES,3,1043583.24,0.3257,0.0384,0.0558,0.106,fallback,13051.970352691198,18966.1444187544
EXP-QPPMJ6JF,SME,FR,2,2862566.0,0.3438,0.0114,0.0419,0.0952,fallback,11219.31217512,41235.89299452
EXP-BIZFWTJS,Corporate,IT,2,2659373.43,0.2783,0.0125,0.0392,0.0604,fallback,9251.295319612502,29012.0621223048
EXP-LSIDBX28,Retail,UK,1,4293916.26,0.3114,0.0741,0.0901,0.0702,fallback,99081.0012812724,120475.00965509641
EXP-HZCD3GEQ,SME,US,1,4710660.37,0.558,0.0265,0.083,0.1006,fallback,69656.53489119001,218169.52437618005
EXP-GJ3S6OGQ,Retail,US,1,2672950.14,0.2747,0.0651,0.0879,0.0669,fallback,47800.287165115806,64541.401563958214
EXP-GDIX1CNA,Corporate,ES,2,4173056.8,0.4295,0.0295,0.0467,0.1059,fallback,52873.67292019999,83701.71272452
EXP-QXS2U4OJ,Corporate,ES,1,3773750.11,0.4201,0.0608,0.123,0.0852,fallback,96389.42720962879,194998.347808953
EXP-4E6NKAR1,SME,FR,2,639936.81,0.2146,0.0151,0.0847,0.1043,fallback,2073.6896353326006,11631.888219382201
EXP-2OF66JOZ,Retail,IT,1,2255202.77,0.4362,0.0631,0.0729,0.0824,fallback,62072.697186089405,71713.1477791746
EXP-DNM655CK,SME,US,2,4798495.62,0.2981,0.0202,0.065,0.0886,fallback,28894.717195304394,92978.05038093
EXP-G7F9FZJA,Retail,FR,3,4670546.12,0.5475,0.0436,0.0683,0.0865,fallback,111490.60643052001,174651.56924781
EXP-LN2V51PS,Retail,UK,2,2247309.7,0.3336,0.0529,0.0772,0.101,fallback,39659.26309216801,57877.03422902401
EXP-LZ0WF1HW,Corporate,IT,2,2534679.22,0.5995,0.0207,0.0784,0.0654,fallback,31454.481982473004,119131.95108337601
EXP-P3FTJ6AC,Retail,US,1,1521522.35,0.5814,0.0236,0.0635,0.0686,fallback,20876.869025244,56172.93148741501
EXP-YEY3M0NQ,SME,IT,2,3937190.64,0.2876,0.0741,0.0857,0.0891,fallback,83906.09967954241,97041.19760508482
EXP-4VY32I3P,Corporate,IT,1,1659693.32,0.466,0.0469,0.0936,0.1158,fallback,36273.261385928,72391.83935443201
EXP-K5DFI25I,SME,FR,1,2499383.12,0.4897,0.0383,0.1049,0.0988,fallback,46877.2051009912,128392.1361643336
EXP-CFR7CL6P,Corporate,US,2,1821334.61,0.497,0.0394,0.0626,0.0608,fallback,35665.010066097995,56665.726653242
EXP-R97OHPII,SME,US,1,4892009.51,0.3335,0.0359,0.0575,0.0735,fallback,58570.317659901506,93810.39736613752
EXP-2ATRD83X,Corporate,DE,1,1642443.06,0.3507,0.0158,0.0215,0.083,fallback,9100.875542043601,12384.102794553
EXP-3MUB6LBU,Retail,DE,2,676081.67,0.5935,0.0357,0.0837,0.05,fallback,14324.784619876504,33584.9992348365
EXP-JK4CWEQ4,Retail,FR,3,3949817.99,0.5588,0.0677,0.102,0.1043,fallback,149424.61642337238,225130.145866824
EXP-4XZ3MSKZ,Corporate,ES,2,489639.75,0.4426,0.0582,0.0604,0.1065,fallback,12612.787004970001,13089.55902234
EXP-QZBC5F9E,Retail,UK,1,3973344.96,0.5388,0.0566,0.0713,0.0698,fallback,121171.44576775678,152641.76825514238
EXP-EX7TV7HR,SME,DE,1,3441751.78,0.4317,0.0603,0.0908,0.061,fallback,89593.9958785878,134911.0253030808
EXP-O3Q825Q3,Retail,UK,3,1731977.36,0.2196,0.0689,0.1252,0.0796,fallback,26205.579526838403,47618.8469776512
EXP-5FJD5MBF,SME,CN,2,4790744.92,0.5006,0.0708,0.0837,0.0847,fallback,169795.8810122016,200733.2661118824
EXP-WZ2NAR3S,SME,FR,1,4537461.41,0.4883,0.0393,0.0933,0.0733,fallback,87074.7465755679,206719.4365267299
EXP-TV7H10B8,Corporate,CN,2,4290292.68,0.4976,0.0291,0.0564,0.0703,fallback,62124.12445322879,120405.51955883518
EXP-2R576VIL,SME,CN,1,232123.16,0.333,0.0385,0.0824,0.0814,fallback,2975.93497278,6369.273811872
EXP-UOAIH3IA,SME,DE,1,4458650.85,0.5409,0.0672,0.114,0.1062,fallback,162065.181248208,274932.00390321
EXP-50121XRU,SME,CN,3,2680935.6,0.5598,0.0758,0.0769,0.0887,fallback,113759.711365104,115410.577888872
EXP-GXAPLIRD,Retail,UK,3,4277617.06,0.5703,0.0372,0.088,0.0681,fallback,90750.33034662959,214678.200819984
EXP-0N1K9YXC,Corporate,FR,1,1468659.97,0.3028,0.0213,0.0512,0.1097,fallback,9472.3280889108,22769.1642324992
EXP-JG1MS4TS,Retail,ES,3,4768391.79,0.2264,0.0639,0.117,0.093,fallback,68984.1332902584,126308.976446952
EXP-TJA622DC,Retail,FR,1,1787732.72,0.2368,0.0223,0.0788,0.0612,fallback,9440.3729105408,33358.8065179648
EXP-B42P31OG,Corporate,CN,3,2678698.04,0.3915,0.0747,0.1189,0.0838,fallback,78338.658114702,124691.652608274
EXP-X6R1NXHB,Corporate,ES,1,3741194.37,0.2268,0.0795,0.0954,0.0503,fallback,67455.979207722,80947.1750492664
EXP-0ALQEDS1,SME,CN,1,95435.44,0.4658,0.0361,0.0598,0.0831,fallback,1604.7831890672,2658.3389115296
EXP-B4LL3K4B,Corporate,IT,3,4980717.04,0.4904,0.0338,0.0775,0.1175,fallback,82557.9749108608,189297.13182224
EXP-499NR0OA,Retail,IT,1,3482574.81,0.5263,0.0799,0.0995,0.0629,fallback,146447.0418879897,182371.4726890485
EXP-NDJM5GH2,Retail,FR,1,4348829.38,0.5726,0.0522,0.1118,0.0694,fallback,129985.29249597361,278397.6187940584
EXP-75T6XDO7,Corporate,IT,2,3776654.75,0.5652,0.0156,0.0655,0.0565,fallback,33299.21812932,139814.02483785
EXP-VDRQNTJV,SME,CN,1,1352550.47,0.2208,0.0148,0.0812,0.0557,fallback,4419.9185278848,24249.823274611197
EXP-3Q0E03YI,Retail,ES,1,933794.75,0.5673,0.059,0.0663,0.0977,fallback,31254.763938825,35121.8787990525
EXP-IPWN3KE9,SME,ES,2,2887686.86,0.4919,0.0689,0.1034,0.0701,fallback,97869.22316730261,146874.8574092756
EXP-VAEV0YU3,Retail,CN,1,3085760.39,0.5558,0.0595,0.0773,0.1177,fallback,102046.404673339,132574.5727941026
EXP-0YEH8UXZ,Retail,US,3,670918.39,0.2161,0.0799,0.132,0.051,fallback,11584.338579912099,19138.081258428
EXP-EN9NSJX4,Retail,FR,1,1713371.36,0.3788,0.0203,0.0657,0.0772,fallback,13175.208944710399,42640.9471757376
EXP-8PJPF240,Retail,CN,1,4351055.86,0.5432,0.0564,0.0907,0.0643,fallback,133301.03583377282,214368.86436388642
EXP-A2TVMXQY,Retail,IT,2,4407719.89,0.2563,0.0296,0.0594,0.1174,fallback,33439.078791087195,67104.09730373579
EXP-IRH8S7DZ,SME,CN,1,810686.88,0.2882,0.0733,0.0745,0.0983,fallback,17125.808981212802,17406.176931792
EXP-C8D6JI87,SME,US,2,4311392.01,0.4066,0.0317,0.06,0.0902,fallback,55570.48012313219,105180.71947596
EXP-8LYTUAGD,Corporate,IT,3,4609919.13,0.451,0.0784,0.0786,0.1035,fallback,162999.364566192,163415.17927171802
EXP-4VUDQHIB,SME,IT,1,3483174.4,0.3088,0.024,0.0521,0.083,fallback,25814.50211328,56038.981670912
EXP-YD6I5HO9,Retail,DE,1,2667105.07,0.3973,0.0402,0.0796,0.0977,fallback,42597.56194130219,84347.41120715559
EXP-DJ7O9X66,Corporate,DE,1,2211993.06,0.2543,0.0617,0.077,0.1146,fallback,34706.8568292486,43313.25730716601
EXP-W1BYTXZA,Corporate,US,2,602707.71,0.5222,0.0654,0.103,0.1072,fallback,20583.601386994796,32417.598514685997
EXP-IUAZ71UF,Retail,UK,1,3980654.21,0.555,0.017,0.0523,0.1186,fallback,37557.47247135,115544.45942656501
EXP-00HHEQXI,Corporate,FR,1,116593.39,0.3101,0.022,0.033,0.0583,fallback,795.423425258,1193.135137887
EXP-YFC6RANT,Corporate,UK,2,1028776.4,0.4509,0.0716,0.0926,0.0576,fallback,33213.469959215996,42954.850813176
EXP-3JSTY876,Retail,CN,1,1066808.03,0.2615,0.0176,0.0336,0.112,fallback,4909.877277272,9373.402074792
EXP-QG4QLV72,Retail,US,1,4145589.94,0.4377,0.0562,0.0713,0.0637,fallback,101976.28908067559,129375.61230341939
EXP-EZ6IZ8ER,SME,UK,2,1883875.38,0.4142,0.0749,0.1361,0.0999,fallback,58444.55856146039,106198.9909240956
EXP-IB4TCTDS,Retail,DE,1,273630.17,0.2719,0.0713,0.1272,0.0683,fallback,5304.723081799899,9463.685497965598
EXP-H2HWSWCZ,Corporate,CN,1,689537.96,0.2713,0.0399,0.0994,0.1016,fallback,7464.158777065199,18594.921865671196
EXP-BAAXA3BL,SME,US,3,2309887.03,0.4725,0.0795,0.1031,0.1066,fallback,86768.0189231625,112525.56919469248
EXP-P6XCW8AF,Corporate,IT,1,414505.35,0.4752,0.0437,0.1001,0.0765,fallback,8607.717579384002,19716.991526231996
EXP-FTFYTKS1,Retail,FR,1,3975500.93,0.4016,0.0303,0.0507,0.1077,fallback,48375.803556686405,80945.65149584161
EXP-SQBBX5NW,SME,DE,1,2512062.95,0.5153,0.032,0.0648,0.1007,fallback,41422.913220320006,83881.399271148
EXP-FJILXN32,SME,ES,3,2654875.75,0.3621,0.0494,0.0659,0.0529,fallback,47489.727148305,63351.68054804249
EXP-VWQM9128,Corporate,US,2,206486.22,0.3879,0.0385,0.0553,0.0629,fallback,3083.6961824130003,4429.309062011401
EXP-JT660J08,Retail,UK,1,312951.71,0.5208,0.075,0.1356,0.0883,fallback,12223.893792600002,22100.799977020804
EXP-1TCJFCZW,SME,IT,3,2497251.65,0.5724,0.0461,0.0726,0.062,fallback,65896.577529606,103776.38890779599
EXP-A51E04PD,Corporate,US,1,3229478.53,0.4668,0.0315,0.0523,0.0558,fallback,47486.898200826,78843.3262191492
EXP-M115BOIY,Retail,IT,2,4111964.22,0.3167,0.0788,0.1061,0.0978,fallback,102618.01459575118,138169.6871650914
EXP-QL25S8T6,SME,DE,1,966443.56,0.5462,0.061,0.1078,0.1012,fallback,32200.159820792003,56904.54473248161
EXP-J0EVZYMK,SME,UK,1,1214802.53,0.479,0.0463,0.1044,0.1195,fallback,26941.526069581,60749.358999228
EXP-M3JLZOHF,SME,DE,1,1201697.35,0.5666,0.0246,0.0782,0.0566,fallback,16749.690275346,53244.95038748201
EXP-B9IDYREX,Corporate,FR,1,2279172.11,0.3866,0.0715,0.0802,0.1118,fallback,63000.64754740899,70666.4606056252
EXP-S1LOQSOT,Retail,US,2,3619570.47,0.5825,0.0743,0.1171,0.1124,fallback,156654.10504898254,246893.6164365525
EXP-VMOT4SAY,Retail,IT,2,4558439.4,0.2835,0.0119,0.0686,0.0946,fallback,15378.579081810001,88652.98529513998
EXP-0OAWHN2E,SME,DE,1,1326796.88,0.3135,0.0785,0.0869,0.0718,fallback,32652.13951758,36146.126421372
EXP-DKITMAF9,Retail,FR,1,4044482.93,0.5483,0.0548,0.0951,0.107,fallback,121523.9314804412,210892.8080983569
EXP-QMPD7Z4K,Retail,CN,2,4708584.69,0.4426,0.0454,0.0505,0.0785,fallback,94614.48910424762,105242.98898159702
